,Review_Date,Author,Rating,Review_Title,Review,Review_Url
66,11 November 2022,ta-98251,9," A worthy sequel and tribute
",So Ryan Coogler had already finished writing the Black Panther 2 script before Boseman passed after which he had to rewrite the film without Boseman and T'Challa as the lead in the wildest of circumstances.,/review/rw8670186/?ref_=tt_urv
67,12 November 2022,PedroPires90,7," Good and necessary
","Given the circumstances, it was difficult to do better. WF really had to explore emptiness, loss, grief, and feelings in depth. It does this quite well with several emotionally moving moments and excellent dialogue throughout the film. In doing so we knew this would have to affect somewhere and it happened plotwise that doesn't go as deep and is not as coherent as desirable, although I liked Namor as much as the new culture represented. Talking about acting, Letitia Wright, Angela Bassett, and Lupita Nyong'o are all standouts.",/review/rw8670186/?ref_=tt_urv
68,11 November 2022,AdrenalinDragon,4," Just not the same without Chadwick
","Man I miss Chadwick Boseman. It just felt so hollow and empty without him. I was so bored and uninterested the whole time. Sad, but it is what it is and I think this is my least favourite MCU movie. I really didn't care for the characters or what was going on at all. At times I felt like I was watching a weaker Aquaman/Avatar in places. I guess the music is okay and there are some okay shots here and there, but in the end it was way too long for what it was and even Chadwick's farewell seemed a bit rushed if you ask me. I'd rather watch Black Widow again or even Eternals which is saying something.",/review/rw8670186/?ref_=tt_urv
69,18 November 2022,bankofmarquis,7," Should Have Been Called WAKANDA MOURNS
","The passing of Chadwick Boseman from cancer is a unfortunate and sad thing. The makers of the Black Panther series of films for the MCU had a difficult task to accomplish. How do they pay tribute to their lost lead while also leading the series in a new direction? In the end, they ultimately decided to lean INTO (and not away from) his passing - and your emotional involvement in this film will be predicated on how you react to this, for basing an entire SuperHero Movie on grief and longing for a return to the past is not going to make the ""feel good movie of the year"".",/review/rw8670186/?ref_=tt_urv
70,11 November 2022,jace_the_film_guy,8," Respectful Homage
","Within 30 seconds of the film starting, tears were flowing. Losing a powerful and beloved character in T'Challa is gut-wrenching. ""Black Panther: Wakanda Forever"" is a tribute to him and the filmmakers approach his death with reverence and respect. In T'Challa's absence, the rest of the characters step up to the plate. His younger sister, Shuri, grapples with grief, doubt, and disbelief in a profound way. His mother, Ramonda, wears her heart on her sleeve and the acting performance by Angela Bassett is one of the best in the MCU.",/review/rw8670186/?ref_=tt_urv
71,16 November 2022,johndavidson-1,6," Plus points for a strong female ensemble cast but they can't make up for a flabby script
",Chadwick Boseman's untimely death casts a long shadow over this movie. It deals respectfully with his absence and leans in to the associated grief as it's major theme .,/review/rw8670186/?ref_=tt_urv
72,14 November 2022,alindsayal,8," A Great Tribute to Chadwick Boseman
","After the tragic passing of Chadwick Boseman, the future of the Black Panther franchise was up in the air but now we have Black Panther: Wakanda Forever and here is my review for it. The premise of the film sees after the death of T'challa, Wakanda is at the mercy of other countries and a force which has chosen now to rise up.",/review/rw8670186/?ref_=tt_urv
73,15 November 2022,jebyvyson,7," Fine film, but the first movie was better.
","Before I give my review of this movie, I have some things to say.: I disagreed about the continuation of this film without recasting the character, T'challa/Black Panther due to the sudden passing of Chadwick Boseman. Chadwick's death hit hard on everybody, but I still want to see the character's story and journey in the MCU, but I guess the studio see that Chadwick is irreplaceable, which is understandable, but I also think they should wait awhile to start production of this film. Ever since Phase 4 started, it has been overall mediocre to begin with. The only acceptable of good out of this phase was Spider-Man: No Way Home and Shang-Chi. The rest of the movies and Disney shows have potential with good moments in them, but it all falls flat with its writing, direction, and some weird agenda they have going on. Because of this, BP: Wakanda Forever will be my last MCU film. After Endgame ended, things haven't been the same. Now, my review.",/review/rw8670186/?ref_=tt_urv
74,19 November 2022,cruise01,10," Wakanda Forever is a triumphant and a great sequel.
",5 out of 5 stars.,/review/rw8670186/?ref_=tt_urv
75,16 November 2022,kylebrown0209,7," As good as the 1st one
",After watching this film I can definitely say that this film is Very cool and awesome And I thought the way that they address the original black Panther was very good And honorable I also think that this film Has a lot of great twists and turns and great surprises you will definitely not be disappointed this is a worthy sequel This is the correct way To handle a A film The original actor die I can't wait to see Where the new black panther turns up Or if they decide to make a 3rd film I hope they will I also thought the new black panther was fantastic And the visuals were good too There is no after credit scene so so don't expect one.,/review/rw8670186/?ref_=tt_urv
76,12 November 2022,quieria,9," Chadwick was missed, but they still delivered
","The imagery, the portrayal of Black people was masterful!! The costume design was phenomenal. A young, black woman as a STEM prodigy was a fantastic character to inspire young girls. Angela Bassett deserves all of her flowers. She has played a lot of iconic roles and she didn't disappoint as Queen Ramonda. She has buried her husband and son and had to lead a nation that is constantly being preyed upon by Colonizers. Namor as a villain or anti-hero was perfect. You want to hate him, but his motives were pure. He just wanted the same thing Wakandas wanted: to protect his world from Vibranium poachers. Having Shuri have visions of Killmonger was a surprise! Glad to see how she melded his vision with T'Challa's.",/review/rw8670186/?ref_=tt_urv
77,11 December 2022,buzzpark,6," Great CG can't make up for a convoluted plot and poor script
",I'm probably the only person willing to tell the truth for fear of being labeled a bigot.,/review/rw8670186/?ref_=tt_urv
78,11 November 2022,TheVictoriousV,5," A messy Phase finale elevated by a loving tribute
",Virtually all movies and shows from Phase Four of the MCU (or Marvel Cinematic Universe for you Silent Genarationers out there) have one very significant problem in common.,/review/rw8670186/?ref_=tt_urv
79,11 November 2022,acewells,7," I wanted to LOVE this film, I think my expectations were too high.
","Beautiful tribute to Chadwick in the opening scenes, great moment of silence as well. The acting was good, the script wasn't bad, POC and women represented well too. I can't put my finger on exactly what was lacking. Maybe the pace, the length of the movie or the special effects I'm not sure. It just wasn't good. However It wasn't bad by any stretch of the imagination. When I left the theater after the first one there was applause and everyone doing the ""Wakanda Forever"" move. This one was silent and almost a head scratcher. Like it feels bad to dislike this film. But I was disappointed. This new Marvel Phase is horrible.",/review/rw8670186/?ref_=tt_urv
80,15 November 2022,chris_rowe-881-168820,10," Well Done on creating this gem.
","I'll be honest I didn't love black panther , it took me three watches to think it was alright, it was hugely heartbreaking that the actor passed away as he seemed a genuinely good person and the world needs them. I've never bought into the thought that this film is only around for equality, think that's ridiculous.",/review/rw8670186/?ref_=tt_urv
81,13 November 2022,BoulosSoueileh,7," Marvel is falling
","I love black panther, we all do.",/review/rw8670186/?ref_=tt_urv
82,11 November 2022,vessalalizadeh,9," 9.5/10
","The best MCU movie since Spider-Man No Way Home. This film has emotion, heart, and epicness. Around T'Challa's death, the characters are showing their emotions excellently well. This movie will be in my top films of the year. This, just like the first film, shows absolutely respect to the black people of the world. The movie shows a culture that black people have and it does it in a extraordinary way. THIS is how you make a film for people that have different diverse personalities and respect them.",/review/rw8670186/?ref_=tt_urv
83,12 November 2022,masonsaul,7," Flawed but loving tribute
",Black Panther: Wakanda Forever is at its best when it focuses on being a loving tribute to the late Chadwick Boseman that honours his legacy and explores the pain of grief and how to finally move on in some heartbreaking ways.,/review/rw8670186/?ref_=tt_urv
84,14 November 2022,Avwillfan89,8," The loss is felt in this one.
",The first five minutes and the last few minutes had me in tears. Both T'Challa and Chadwick Boseman are gone and there is a huge gap in both this film and the Marvel universe left by his passing. He really is sorely missed.,/review/rw8670186/?ref_=tt_urv
85,26 November 2022,lasttimeisaw,7," Cinema Omnivore - Black Panther: Wakanda Forever (2022) 7.1/10
","""Wright makes the most of her slender figure to rule the roost, she can carry off a Pyrrhic win but has a lot to learn to be a sage leader figure, Huerta possesses a honest-looking coolness that differs from common villainy, Gurira's General Okoye is the legit action star who is unfairly taken to task, however, it is veteran Bassett who receives the best notice among the cast, and her Queen Ramonda lords over the first half of the picture like nobody's business, an almighty Bassett fires on all cylinders and is imperiously stunning in white locks. It is frustrating that in order to pander to younger generations, older, parental characters are customarily disposed of as an impetus for younger heroes/heroines to bestir themselves or accomplish a rite of passage (by no accident, I vented the same frustration in BLACK PANTHER 4 years ago), what if Ramonda succeeds to be the new panther, can you imagine that? Bassett shows she has enough welly to spare, it is scenarists who are too craven to take a chance.""",/review/rw8670186/?ref_=tt_urv
86,11 November 2022,cparousis-30615,9," Wow!! Incredible film
","Just incredible!! The film is 2+ hours but feels like it's a 55 minute film. Acting: B+/A-. The Queen hams it up a bit too much but the rest of the cast was great. Action: A+. Lots of action. It felt more like a Marvel film than the original. Story: B+/A-. It was kinda Aquaman-ish/Avatar-ish, but it was well told and well done. Not too much, over the top Chadwick fawning. But just enough. And it was welcomed and appropriate. And done with love. It has replay value. A+ in this department. You can watch this movie over and over again and your enjoyment will be the same as the first viewing. I'm counting the days until it hits Disney+. Great job!!",/review/rw8670186/?ref_=tt_urv
87,13 November 2022,dustyjoe,6," Obvious Avatar rip-off.
","Wakanda Forever rips off Avatar concepts and ideas shamelessly. I'll make a list:
1. Plot revolves around precious mineral. Avatar - unobtanium; Black Panther - vibranium.",/review/rw8670186/?ref_=tt_urv
88,12 November 2022,eternitypm,3," Marvel has gone drastically down hill
","What on earth has happened to Marvel these days, the list of dull and boring movies they are churning out is increasing yearly and is finally impacting whether or not I'll bother to go and see them anymore.",/review/rw8670186/?ref_=tt_urv
89,19 November 2022,comedy_claire2001,7," Great story fantastic tribute, but pacing is an issue
","As a film which aims to honour Chadwick Boseman's legacy it ticks all of the boxes. This is a story of grief, vengeance and forgiveness - with wonderful performances from its strong female cast. However, pacing is a real issue, and the film drags unnecessarily. Every time there is a build up to what should be a typical MCU action scene the mood shifts downwards with misplaced and superfluous dialogue. I've been to see this film twice already to see if the pacing really was an issue, or whether my expectations were too high - but I've concluded that Act III really is a chore to get through..It was always going to be a difficult story to tell, but I think if some of the scenes were rearranged and dialogue cut to really build up to the climax of the film we'd be seeing one of the absolute best films in the MCU.",/review/rw8670186/?ref_=tt_urv
90,5 December 2022,cdevito-34632,10," Better than i expected
","I enjoyed the first Black Panther. It was entertaining. I expected a sloppy story without Chadwick Boseman. Leticia Wright is the heart of this movie and delivers an amazing performance. It was a long movie, but never dragged. It never felt like a superheroe movie. It was more like an epic battle of power and family driven movie. Leticia Wright proves she is a star and can step into the role of Black Panther. The MCU did her character right. She will be able to hold her own in future MCU movies. This is the female superhero that MCU needs. Although Black Widow was a fun movie.....the female Black Panther is the one to watch.",/review/rw8670186/?ref_=tt_urv
91,11 November 2022,ItsRobinTV,7," A good and worthy sequel!
","I have to say I didn't know what I should expect from this movie, especially in this era of the MCU where the film quality varies a lot, but thank god it was a good movie...",/review/rw8670186/?ref_=tt_urv
92,17 November 2022,lojitsu,8," A rare solid phase 4 offering
","Here's The 4K Lowedown on ""Black Panther: Wakanda Forever"" (PG-13 - 2022 - Theater)
Genre: Fantasy/Comic",/review/rw8670186/?ref_=tt_urv
93,20 November 2022,gavinp9,6," Different style of Marvel film
","'Wakanda Forever' was always going to have a tough job, needing to replace star Chadwick Boseman who passed away from cancer in 2020. Rather than try to do a 'Rise of Skywalker' and use some archive footage/CGI, Coogler chooses to have T'Challa killed off immediately. This sets the scene for a sombre outing, with Wakanda dealing with new challenges now they've shown the world their vibranium resources.",/review/rw8670186/?ref_=tt_urv
94,12 November 2022,turabzaidi-60656,9," A beautiful journey taking Marvel to next level.
","What a movie, it has everything from the start. The emotional side, action, characters everything. What a beautiful movie design of the underworld taking to a whole new level and challenge for avatar. This movie takes Marvel to a big edge over Dc. Dc shiuld learn from it especially Dwayne Johnson thats how you make a movie, even the villains were loveable. This is a big difference between the two worlds. T challa was honoured as it should be. Overall everyone should watch this movie. Skip Thor 4 😂 and watch this instead. New Black Panther was very well done and honoured. This movie deserves a well done job.",/review/rw8670186/?ref_=tt_urv
95,17 December 2022,Special-K88,," they tried but just couldn't replicate the magic
","Fans are taken back into the world of Wakanda where its citizens mourn the passing of King T'Challa, meanwhile intellectual Shuri, fierce Okoye, and noble Ramonda do their best to protect their homeland from intervening world powers. Despite the frequent globetrotting and a few surprises for longtime fans, the story isn't very captivating, in fact it's too long with far too much exposition, and much of the humor feels out of place. Give props to Coogler for taking on the unenviable task of crafting a sequel without his former lead actor Chadwick Boseman whose untimely death forced things to go in a much different direction, but his absence shows glaringly cause even though Bassett, Gurira, and especially Wright step up, other returning characters are underutilized, the new characters are not fully realized, and a major subplot makes one wonder if Marvel is trying to outclass DC for supremacy under the sea. **",/review/rw8670186/?ref_=tt_urv
96,15 November 2022,eumesmozhoy,6," The wound of grief is still open in the Marvel Universe.
","Grief is a wound that needs time to heal. In the case of Black Panther, it is explicit that the loss of Chadwick is, and tends to remain, an open wound with serious difficulties to heal.",/review/rw8670186/?ref_=tt_urv
97,16 November 2022,rchosen-193-5535,8," An movie that is almost was epic as a Avengers movie, but in a different way. Though I do have a few complaints.
",I loved the first movie of course and like many was shocked by Chadwicks passing. And like many we were on pins and needles wondering how it would be handled with the second movie. The trailer looked great but still me a bit nervous. Could the movie hold up with Chadwick? Would their choices work? How will the story change the MCU given Chadwicks death?,/review/rw8670186/?ref_=tt_urv
98,13 November 2022,guidocolato,6," Good ideas wasted
","This movie comes with some great ideas, most of the times you're watching it thinking about the next move or the next segment of the story, but the pace of the story is always interrupted by scenes that feel completely out of place.",/review/rw8670186/?ref_=tt_urv
99,10 November 2022,guinden,5," Mediocre at best...weaker than the original by a lot
",There is nothing epic about this movie not a single scene fight anything.,/review/rw8670186/?ref_=tt_urv
100,27 November 2022,jboothmillard,7," Black Panther: Wakanda Forever
","The death of lead actor Chadwick Boseman from cancer was sad and shocking, and a big blow to the Marvel Cinematic Universe, many questioned if his character would be recast for the sequel, but director Ryan Coogler (Creed, Black Panther) went ahead with a story that incorporates this tragic loss. Basically, Shuri (Letitia Wright) is rushing to save the life of her brother, T'Challa, king of Wakanda, who is dying from an illness. She believes he can be cured by the ""heart-shaped herb"" and uses her technology to synthetically recreate the herb after it was destroyed by their cousin N'Jadaka aka Killmonger (Michael B. Jordan). But it is too late, T'Challa dies and all Wakanda come together for the funeral of their king, the Black Panther. One year later, a ship containing amounts of Vibranium are stolen. Wakanda is under pressure from nations of the world to gain access to the precious metal. After returning from a meeting at the United Nations, Queen Ramonda (Angela Bassett) implores Shuri to continue her research on the heart-shaped herb, hoping to create a new Black Panther that will defend Wakanda. But grief-stricken Shuri refuses due to her belief that the Black Panther is a figure of the past. In the Atlantic Ocean, the CIA, and US Navy SEALs use a machine that can detect Vibranium to locate a potential source underwater. The expedition is attacked and all aboard are killed by a group of blue-skinned, water-breathing superhumans from Talokan, led by Namor (Tenoch Huerta). The CIA believe Wakanda to be responsible. Namor confronts Ramonda and Shuri, easily bypassing Wakanda's advanced security, and blames them for the Vibranium race. He gives them an ultimatum: deliver him the scientist responsible for the Vibranium-detecting machine, or Wakanda will be attacked. Shuri and Okoye (Danai Gurira), general of the Dora Milaje, learn from CIA agent Everett K. Ross (Martin Freeman) that the scientist in question is MIT (Massachusetts Institute of Technology) student Riri Williams (Dominique Thorne). Arriving at the university to confront Riri about her invention, the group is pursued by the FBI and then by Namor's warriors. In their battle, Okoye is defeated, and Shuri and Williams are taken underwater to meet Namor. Angered by Okoye's failure to protect Shuri, Ramonda strips her of her title as general and seeks out Nakia (Lupita Nyong'o), who has been living in Haiti since the attack on Wakanda by Thanos. Namor shows Shuri the underwater kingdom of Talokan, which is rich with Vibranium, and has protected for centuries from discovery by the world. Namor is bitter at the surface world for enslaving the Maya civilization, he proposes an alliance with Wakanda against the rest of the world, threatening to destroy Wakanda if they refuse. Nakia helps Shuri and Riri escape, and Namor retaliates with an attack against Wakanda, during which Ramonda dies from drowning saving Riri. Namor vows to return with his full army, and the citizens of Wakanda relocate to the Jabari mountains for their safety. Meanwhile, Ross is arrested by his ex-wife, CIA director Valentina Allegra de Fontaine (Julia Louis-Dreyfus), for secretly exchanging classified intelligence with the Wakandans. Following the funeral of Ramonda, Shuri uses a remnant of the herb that gave Namor's people their superhuman abilities to reconstruct the heart-shaped herb. Confirming a high percentage of success, she swallows the synthetic herb containing her brother's DNA, and gains superhuman abilities. She meets N'Jadaka in the Ancestral Plane, who urges her to seek revenge. Shuri dons a new Black Panther suit and is accepted by the other Wakandan tribes as the Black Panther. Despite M'Baku (Winston Duke) urging for peace, Shuri wants vengeance on Namor for her mother's death and orders an immediate counterattack on Talokan. Preparing for battle, with Ayo (Florence Kasumba) assuming the position of general of the Dora Milaje, Shuri bestows the Midnight Angel armour upon Okoye, who in turn recruits Dora Milaje member Aneka (Chewing Gum's Michaela Coel) to join her. Riri joins the fight and aids the Wakandans in an Iron Man inspired high-powered mechanical exoskeleton suit. Namor and his warriors are lured by the Wakandans to the surface onto a seafaring vessel where a battle ensues. Shuri traps Namor in a fighter aircraft, intending to dry him out and weaken him. The pair crash onto a desert beach and fight, with Shuri gaining the upper hand as Namor weakens from drying out. But Shuri realises the similarities between their paths and implores Namor to yield, offering him a peaceful alliance. Namor accepts, and the battle ends. Namor's cousin, Namora (Mabel Cadena), is upset at Namor surrendering, but he assures her that the new alliance will one day allow them to conquer the surface world. Riri returns to MIT, leaving her suit behind, while Okoye rescues Ross from captivity. Shuri plants more heart-shaped herbs to ensure the future of the Black Panther mantle. While Shuri is away, M'Baku steps forward to challenge for the throne. Shuri visits Nakia in Haiti where she burns her funeral ceremonial robe in accordance with Ramonda's wishes, allowing herself to finally grieve T'Challa. In a mid-credits scene, Shuri learns that T'Challa has a son, Toussaint (Divine Love Konadu-Sun); his mother Nakia has been raising him in secret, and his Wakandan name is T'Challa. Also starring Isaach De Bankolé as River Tribe Elder, Danny Sapani as Border Tribe Elder, Dorothy Steel as Merchant Tribe Elder, Trevor Noah as Griot, Zola Williams as Zola, Richard Schiff as US Secretary of State, and Anderson Cooper as himself. Wright as the new lead is fantastic as the brainy and brave sister character, Bassett and Gurira are great support as the nation leaders, Thorne is good as the young scientist, Freeman is fine in his little screen time, and Huerta does well as the villain. From the opening Marvel logo to the story itself, this serves as a tribute to Boseman, with a melancholic emotional feeling almost all throughout, but it also works well as a female-driven story, with some marvellous special effects and spectacular fights, it is a terrific superhero fantasy action. Very good!",/review/rw8670186/?ref_=tt_urv
101,11 November 2022,edler_c,9," A great send off and a great beginning
","Disney/Marvel please give us more of this! It was a return to form and better! The characters were real and grounded. There was actual emotion from the actors/actresses/characters and throughout the movie as a whole. A laugh here or there, PERFECTLY BALANCED (as all things should be). As someone who recently lost a loved one, the movie hit me in the feels hard, something I've come to not expect from a Disney/Marvel production. I mean seriously loved this movie. I also find it admirable how respectful the production was towards Mr. Boseman. I'm also glad they did not over play Ironman through Riri Williams. Of course there's always something to nitpick but they were completely overshadowed in my opinion. Someone please give Ms. Bassett a damn crown, she was a jewel in this film! I will 100% see this again!",/review/rw8670186/?ref_=tt_urv
102,10 November 2022,Ruben17,6," The respect they gave Chadwick was so wonderful to see 🖤
","The respect they gave Chadwick was so wonderful to see 🖤 but the mixed and a dragged out storyline didn't really do the job for me. But the visuals were good but to dark at times... Every Namor scenes felt like a wasted one, I didn't really care about his character or storyline sadly enough. I did enjoyed it at time but it didn't really had the vibe i was looking for...
The acting was once again like always very good and well executed! Every Actor knew what to do with his character and how to bring it over to the big screen!",/review/rw8670186/?ref_=tt_urv
103,15 November 2022,Batsy1501,8," Good !
","Actually about 8,25. I think the movie's plot was rather straightforward and neither overly dogmatic nor overly cliché. Political elements were appropriately integrated, not imposed. Well-done tribute to Chadwick Boseman. The sounds and visuals were very well done, which helped to intensify the emotions. The vff was good for most of the movie. The pace, especially in act 2 when everything was so rambling and narrative, was definitely the worst aspect. This one and Eternals made the same mistake and they both has bad visual storytelling, they had to talk and try to give us information. Overall, still the best MCU film in 2022.",/review/rw8670186/?ref_=tt_urv
104,13 November 2022,SPZMaxinema,7," Different, but quality and emotional!
","The director and Disney/Marvel had a hard job ahead of them when Chadwick Boseman died, and I think that this film was done the best it could've been done given the new direction they had to go in. While there were a couple action scenes I didn't like and while I liked the first one slightly better since there was more actual Black Panther in it and more excitement, I thought the music, acting, villain (aside from his ankles with wings), special effects, and emotional drama were done very well! It was also a pleasant surprise to see Michael B Jordan appear again in the spirit realm, even if it was brief. I also liked the mid-credit scene, which made it even more emotional and promising for the future for the next Black Panther film! In general, this movie was a nice tribute to Chadwick Boseman!",/review/rw8670186/?ref_=tt_urv
105,18 November 2022,leoalexanderscott,9," Beautiful Big Screen Adventure
","I can imagine Marvel hardcore comic fans may be a little upset with the changes to the villian Namor, from ruler of New Atlantis to the King of Aztec decendants of the Talokans who had retreated to sea eventually creating a secret underwater civilisation who have access to one of the vibranium deposits on Earth. But Wakanda Forever was always going to deliver significant change with a new Black Panther. I think all these alterations are perfectly fine and provides a stepping stone for a bigger Marvel story to unfold as cinematic franchise. The plot is decent and mature dialogue, and back by very good diversity of old and new characters twine into each others lives. Its a visual and emotionally beautiful journey from start to end.",/review/rw8670186/?ref_=tt_urv
106,15 December 2022,gardianx-33670,6," Messy
",The way they went with the movie is interesting really but the execution didn't live up to the hype that was advertised. In this movie you can tell in many scenes that it was supposed to be tchalla not Shuri. There should have been a significant amount of rewrites or a completely new script. The design choices in this movie is not that good really as Namor wasn't looking great and the same with iron heart. There are too many plot holes in this one and many open stories that would mention the 1st movie was abruptly closed and that overall experience was bland and boring to a fan and to the general audience this movie is something u only need to see once to understand the bigger picture.,/review/rw8670186/?ref_=tt_urv
107,2 December 2022,theredsky,8," Black Panther: Wakanda Forever Review
","Phase 4 of the MCU really isn't that great in my opinion bar Multiverse of Madness and No Way Home but the writing for both of those is very weak at points. Wakanda Forever however stands way above the rest of Phase 4 and I'm really happy that Phase 4 ended this way. This film is an improvement over the first film in my opinion in almost every aspect. The visual effects while still off look better than the PS2 effects of the first movie. The characters here are all very well written and incredibly well acted. Angela Bassett gives probably one of the best performances in the entire series here and Letitia Wright does an amazing job as well. Wright probably has one of the best character arcs in the MCU as well. Watching her learn to process her grief over the death of her brother is heartbreaking. Her arc feels a lot more personal as does most of the rest of this film. To address the obvious, Chadwick Boseman's presence here is sorely missed but the film does an absolutly beautiful job at handling this. The film not really respects the character of T'Challa but also Chadwick as well. The first 10 minutes and last 5 address his departure and those last 5 minutes caused me to start crying. Tenoch Huerta does a great job as well and plays a great antagonist here although I do prefer Killmonger. Namor has an understandable motivation of protecting his people from being found on although he goes about it through the wrong way of attacking Wakanda. I struggle to call Namor a villain nor an anti-hero because of his motivation and his intentions to try and make peace at first. Ryan Coogler once again proves that he is easily one of the best directors in the MCU and the film just looks absolutely gorgeous. Easily one of the best looking films in the MCU and one of the best sounding. Ludwig Göransson's score is once again great although the music from the first film is just a little bit better. I did have some minor issues with the film though. I already mentioned the visual effects but the pacing here is definitely off. The first act (minus the first 10 minutes) speeds through everything before finally slowing down and the humor when it is used only works about 50% of the time although I do really like that this film MAJORLY cuts back on the typical MCU comedy. This is very easily one of the best entries in the MCU and I would definitely recommend watching this when you get the chance.",/review/rw8670186/?ref_=tt_urv
108,17 November 2022,curlymst3000,6," A kingdom (and a movie) lost without its leader
","Chadwick Boseman's death was so sad and sudden, and I still shed a tear when thinking about it, especially as he embodied a character, King T'Challa: The Black Panther, that meant so much to so many. Marvel and director Ryan Coogler made the prudent decision not to recast him in order to honor his memory and legacy. Rest in power, King.",/review/rw8670186/?ref_=tt_urv
109,13 November 2022,T-ZER0,2," Black Panther Wakanda Forever
","I loved the first Black Panther. Black Panther was a comic book character I was hardly familiar with, but the movie made me like him and his story a lot. Unfortunately Chadwick Bosemans passing made this movie more difficult to create, and for what it's worth, ""They did a sloppy job!""",/review/rw8670186/?ref_=tt_urv
110,29 November 2022,johnallred,6," I fell asleep multiple times
","This movie had so many slow parts. I kept falling asleep. This is very unusual for me. Unfortunately, it just could not keep my attention. It was nowhere near as good as the first Black Panther movie. I appreciate that they were trying to be respectful toward Chadwick Boseman, but I think they overdid it. Also, Martin Freeman's role in this movie was... odd. It felt shoehorned in as a touchstone to the previous Black Panther movie. Finally, I'm not sure how they are going to redeem Namor. He came off as a true villain and wasn't redeemed at all. Is the plan to have him continue to be a villain going forward?",/review/rw8670186/?ref_=tt_urv
111,14 November 2022,theffachrif,9," Emotional and Powerful
","Directed by Ryan Coogler, Black Panther: Wakanda Forever tells about the people of Wakanda and their queen mourning the death of King T'Challa as they fight to protect their homeland from intervening world powers who try to take control of the Vibranium.",/review/rw8670186/?ref_=tt_urv
112,6 December 2022,Slarkshark,7," Black Panther - The Way of Water
",The best thing about 'Wakanda Forever' were the tributes to King T'Challa (Chadwick Boseman). There was a big question mark as to how the Black Panther tangent within the MCU would continue. I believe the way they handled it was the best and most respectful way they could have done it.,/review/rw8670186/?ref_=tt_urv
113,12 November 2022,topherdrewpg,10," Nothing short of spectacular.
","Black Panther: Wakanda Forever
⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐/10",/review/rw8670186/?ref_=tt_urv
114,19 November 2022,michaelgrc8,7," New phase need to be phased out.
","This phase of MCU is all about agendas and not storytelling. When they finally start losing enough money hopefully they'll focus on what's important not what is trending. Trends come and go, they'll watch it irregardless of the characters choice of personal life.",/review/rw8670186/?ref_=tt_urv
115,25 December 2022,benjaminwest-242,8," A worthy sequel for the namesake character
","Black Panther: Wakanda Forever is a very entertaining and emotionally satisfactory watch, serving as a highlight to Phase 4. Most important to the film's success is its dignified remembrance of Chadwick Boseman and his wonderful portrayal as the Black Panther. Beyond a fantastically emotional first act setup, though, the film is undeniably full of intriguing characters and events. Almost every character holds the audience's undivided attention, especially those of Ramonda and Shuri. As the respective mother and sister of the Black Panther, each character's dialogue is excellently written. This is taken to another level with the great performances by Bassett and Wright. Supporting Wakandan characters such as Okoye, Nakia, and M'Baku are additionally compelling and blessed with genuine portrayals by their respective cast members. Huerta's Namor adds another respectable villain to the MCU, as well. His motivations, while simple, are entirely justified. What makes this antagonist so intriguing, though, is the means by which he and his people achieve their goals. This ultimately leads to a third act, and resolution, that feels epic and earned. Wakanda Forever absolutely excels on a technical level, too. The sound is amazing, the score and soundtrack kick in at the exact right times, and a like to its predecessor, costume design is a near shoe in for an Oscar nomination. This all being said, the picture is not perfect. While technically proficient on the whole, some weak moments of CGI are certainly present and the editing has just as many shaky sequences. This is mostly attributable during the action that, while atmospheric, would have been more enjoyable with less cuts. There is additionally one too many characters within, which leads to a somewhat dull introduction of the Ironheart character. The character likely just doesn't quite fit with the emotional tone the picture was going for, which ends up warping the character arc into feeling rushed. The overall screenplay is not flawless, either, between a few scripted-feeling moments and points of blatant exposition. Nonetheless, Black Panther: Wakanda Forever is a must watch for any fan of the MCU or the Black Panther franchise.",/review/rw8670186/?ref_=tt_urv
116,25 November 2022,babymanperson,7," This movie was good.
","The plot of the movie is basically the black panther from the previous movie t-challa so his mother becomes queen. Other countries are trying to steal Vibrianium from Wakkanda. When the US tries to find Vibrianium in the ocean, they are attaked by blue aquatic people because it belonged to them. They find out an American girl Ruri Williams created a Vibrianium detector. They need her help and then they get chased by the cops. Then Ruri and Suri get kidnapped by the blue fish people. Tachalla's girl friend becomes a spy again and saves Ruri and Shuri. She kills one of the blue people then they go to war. Then the Americans think Wakkanda is responsible for the attack. Then Namor shows up and asked The Queen to help them take over the world and they said no. Later they kidnapped the fight scenes and action was really good. I only have one slight issue with the movie. I wish Shuri cut Namor's head off. He totally had it coming and it was silly. I get it I get it. It's a family movie. Parents might complain if someone's head was cut off.",/review/rw8670186/?ref_=tt_urv
117,11 November 2022,SHU_Movies,8," MARVEL Is Back!
","Black Panther: Wakanda Forever is one of the slowest paced MCU movies to date. But, that said, it's worth it. As a movie, it had so many jobs to do, and I think it did all of them really well. The story is good, the writing is good, the cinematography is gorgeous, the VFX are mixed but mostly pretty decent, the acting is incredible all across the board, the soundtrack (both the score and actual music) is brilliant, and on the whole, it's one of my favourite things we've gotten out of Phase 4.",/review/rw8670186/?ref_=tt_urv
